Entity Name,Fiscal Year,Total Expenditures,Estimated Population,Expenditures Per Capita
Carmel-By-The-Sea,2021,19981566,3095,6456
Carmel-By-The-Sea,2020,21843699,3949,5531
Carmel-By-The-Sea,2019,24983577,3987,6266
Carmel-By-The-Sea,2018,21610148,3750,5763
Carmel-By-The-Sea,2017,20920586,3842,5445
Carmel-By-The-Sea,2016,22288618,3833,5815
Carmel-By-The-Sea,2015,18800615,3747,5018
Carmel-By-The-Sea,2014,17464276,3722,4692
Carmel-By-The-Sea,2013,14055154,3775,3723
Carmel-By-The-Sea,2012,14646965,3763,3892
Carmel-By-The-Sea,2011,21084740,3738,5641
Carmel-By-The-Sea,2010,12858766,4053,3173
Carmel-By-The-Sea,2009,14059781,4037,3483
Carmel-By-The-Sea,2008,13842441,4049,3419
Carmel-By-The-Sea,2007,11777151,4053,2906
Carmel-By-The-Sea,2006,11482357,4038,2844
Carmel-By-The-Sea,2005,11741118,4078,2879
Carmel-By-The-Sea,2004,12710004,4102,3098
Carmel-By-The-Sea,2003,23683064,4094,5785
Carpinteria,2021,17323620,13267,1306
Carpinteria,2020,20191684,13335,1514
Carpinteria,2019,15245125,13680,1114
Carpinteria,2018,15584286,13704,1137
Carpinteria,2017,12974374,13943,931
Carpinteria,2016,11229349,13928,806
Carpinteria,2015,11115317,13547,821
Carpinteria,2014,9993232,13442,743
Carpinteria,2013,11268478,13099,860
Carpinteria,2012,8797302,13076,673
Carpinteria,2011,9245208,13104,706
Carpinteria,2010,11742020,14528,808
Carpinteria,2009,12286218,14409,853
Carpinteria,2008,9975185,14271,699
Carpinteria,2007,9724652,14123,689
Carpinteria,2006,9264512,14172,654
Carpinteria,2005,7526093,14340,525
Carpinteria,2004,7880817,14364,549
Carpinteria,2003,8686542,14394,603
Carson,2021,91949083,92912,990
Carson,2020,219475300,93108,2357
Carson,2019,99004940,93604,1058
Carson,2018,112792271,93799,1202
Carson,2017,115518229,93674,1233
Carson,2016,115230601,93993,1226
Carson,2015,97680553,93148,1049
Carson,2014,85055996,92636,918
Carson,2013,78048925,92196,847
Carson,2012,87917103,91828,957
Carson,2011,76999585,91548,841
Carson,2010,82142403,98047,838
Carson,2009,78970477,98159,805
Carson,2008,75250184,97960,768
Carson,2007,71784557,98178,731
Carson,2006,66051234,97981,674
Carson,2005,63424712,98329,645
Carson,2004,70274993,96295,730
Carson,2003,74166095,94826,782
Cathedral City,2021,150904481,51898,2908
Cathedral City,2020,81531912,53580,1522
Cathedral City,2019,84539077,54907,1540
Cathedral City,2018,91773827,54791,1675
Cathedral City,2017,59988786,54557,1100
Cathedral City,2016,47834860,54261,882
Cathedral City,2015,46536960,52903,880
Cathedral City,2014,41577303,52595,791
Cathedral City,2013,46384090,52337,886
Cathedral City,2012,42644409,51952,821
Cathedral City,2011,42569245,51603,825
Cathedral City,2010,52805173,52841,999
Cathedral City,2009,54108343,52447,1032
Cathedral City,2008,53472248,52465,1019
Cathedral City,2007,64259956,52115,1233
Cathedral City,2006,45191477,51081,885
Cathedral City,2005,36844883,50632,728
Cathedral City,2004,26203510,48588,539
Cathedral City,2003,36089037,47292,763
Ceres,2021,72434502,48762,1485
Ceres,2020,60283647,48430,1245
Ceres,2019,61736307,49510,1247
Ceres,2018,53634594,48326,1110
Ceres,2017,49580953,47754,1038
Ceres,2016,41937775,47166,889
Ceres,2015,44065530,46989,938
Ceres,2014,42177503,46463,908
Ceres,2013,50153263,46320,1083
Ceres,2012,43720328,45854,953
Ceres,2011,37069242,45670,812
Ceres,2010,36603725,43219,847
Ceres,2009,37933827,42998,882
Ceres,2008,35787515,42813,836
Ceres,2007,37734243,41997,898
Ceres,2006,30491001,40943,745
Ceres,2005,26546801,38813,684
Ceres,2004,24945265,37338,668
Ceres,2003,26530522,36411,729
Cerritos,2021,93480034,49163,1901
Cerritos,2020,97029949,49994,1941
Cerritos,2019,92097771,50711,1816
Cerritos,2018,96791569,50058,1934
Cerritos,2017,89776529,50039,1794
Cerritos,2016,80545593,49412,1630
Cerritos,2015,87166557,49968,1744
Cerritos,2014,87644394,49741,1762
Cerritos,2013,78883701,49470,1595
Cerritos,2012,83770479,49223,1702
Cerritos,2011,90720139,49181,1845
Cerritos,2010,84110795,54946,1531
Cerritos,2009,87825513,54855,1601
Cerritos,2008,94626712,54870,1725
Cerritos,2007,93330415,54943,1699
Cerritos,2006,90751883,54834,1655
Cerritos,2005,78841449,55074,1432
